record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908739564,0,0,468.92,1098.0,2.846,100,156,89,0.5
908739565,0,0,471.78,1098.0,2.855,100,156,89,0.5
908739566,0,0,474.63,1098.0,2.855,100,156,89,0.5
908739567,0,0,477.49,1098.0,2.855,100,156,89,0.5
908739568,0,0,480.34,1098.0,2.855,100,156,89,0.5
908739569,0,0,483.2,1098.0,2.855,100,156,89,0.5
908739570,0,0,486.06,1098.0,2.855,100,156,89,0.5
908739571,0,0,488.91,1098.0,2.855,100,156,89,0.5
908739572,0,0,491.77,1098.0,2.865,100,156,89,0.5
908739573,0,0,494.65,1098.0,2.8739999999999997,100,156,89,0.5
908739574,0,0,497.52,1098.0,2.8739999999999997,100,156,89,0.5
908739575,0,0,500.4,1098.0,2.883,100,156,89,0.5
908739576,0,0,503.29,1098.0,2.883,100,156,89,0.5
908739577,0,0,506.28,1098.0,2.995,100,156,89,0.5
908739578,0,0,509.27,1098.0,2.986,100,156,89,0.5
908739579,0,0,512.25,1098.0,2.9760000000000004,100,156,89,0.5
908739580,0,0,515.19,1098.0,2.948,100,156,89,0.5
908739581,0,0,518.13,1098.0,2.9389999999999996,100,156,89,0.5
908739582,0,0,521.06,1098.0,2.93,100,156,89,0.5
908739583,0,0,523.98,1098.0,2.9210000000000003,100,156,89,0.5
908739584,0,0,526.89,1098.0,2.911,100,156,89,0.5
908739585,0,0,529.78,1098.0,2.883,100,156,89,0.5
908739586,0,0,532.63,1098.0,2.855,100,156,89,0.5
908739587,0,0,535.49,1098.0,2.855,100,156,89,0.5
908739588,0,0,538.34,1098.0,2.855,100,156,89,0.5
908739589,0,0,541.2,1098.0,2.855,100,156,89,0.5
908739590,0,0,544.03,1098.0,2.827,100,156,89,0.5
908739591,0,0,546.81,1098.0,2.781,100,156,89,0.5
908739592,0,0,549.55,1098.0,2.7430000000000003,100,156,89,0.5
908739593,0,0,552.29,1098.0,2.7430000000000003,100,156,90,0.5
908739594,0,0,555.08,1098.0,2.781,100,156,91,0.5
908739595,0,0,557.87,1098.0,2.799,100,156,91,0.5
908739596,0,0,560.69,1098.0,2.818,100,156,90,0.5
908739597,0,0,563.52,1098.0,2.827,100,156,90,0.5
908739598,0,0,566.36,1098.0,2.846,100,156,90,0.5
908739599,0,0,569.21,1098.0,2.846,100,156,90,0.5
908739600,0,0,572.06,1098.0,2.846,100,156,89,0.5
908739601,0,0,574.92,1098.0,2.865,100,156,89,0.5
908739602,0,0,577.78,1098.0,2.865,100,156,89,0.5
908739603,0,0,580.66,1098.0,2.8739999999999997,100,156,89,0.5
908739604,0,0,583.53,1098.0,2.8739999999999997,100,156,88,0.5
908739605,0,0,586.41,1098.0,2.883,100,156,88,0.5
908739606,0,0,589.31,1098.0,2.8930000000000002,100,156,88,0.5
908739607,0,0,592.32,1098.0,3.014,100,156,88,0.5
908739608,0,0,595.32,1098.0,2.995,100,156,88,0.5
908739609,0,0,598.29,1098.0,2.9760000000000004,100,156,88,0.5
908739610,0,0,601.25,1098.0,2.958,100,156,88,0.5
908739611,0,0,604.32,1098.0,3.07,100,156,88,0.5
908739612,0,0,607.35,1098.0,3.032,100,156,88,0.5
908739613,0,0,610.37,1098.0,3.014,100,156,89,0.5
908739614,0,0,613.46,1098.0,3.088,100,156,89,0.5
908739615,0,0,616.57,1098.0,3.116,100,156,89,0.5
908739616,0,0,619.73,1098.0,3.154,100,156,89,0.5
908739617,0,0,622.92,1098.0,3.1910000000000003,100,156,89,0.5
908739618,0,0,626.07,1098.0,3.154,100,156,89,0.5
908739619,0,0,629.2,1098.0,3.1260000000000003,100,156,89,0.5
908739620,0,0,632.29,1098.0,3.0980000000000003,100,156,89,0.5
908739621,0,0,635.38,1098.0,3.088,100,156,89,0.5
908739622,0,0,638.46,1098.0,3.0789999999999997,100,156,89,0.5
908739623,0,0,641.58,1098.0,3.116,100,156,89,0.5
908739624,0,0,644.67,1098.0,3.088,100,156,89,0.5
908739625,0,0,647.71,1098.0,3.042,100,157,89,0.5
908739626,0,0,650.71,1098.0,3.0039999999999996,100,157,89,0.5
908739627,0,0,653.67,1098.0,2.958,100,157,89,0.5
908739628,0,0,656.56,1098.0,2.8930000000000002,100,157,89,0.5
908739629,0,0,659.41,1098.0,2.846,100,157,89,0.5
908739630,0,0,662.25,1098.0,2.8369999999999997,100,157,89,0.5
908739631,0,0,665.1,1098.0,2.846,100,157,89,0.5
908739632,0,0,667.95,1098.0,2.855,100,157,89,0.5
908739633,0,0,670.8,1098.0,2.855,100,157,90,0.5
908739634,0,0,673.68,1098.0,2.8739999999999997,100,157,90,0.5
908739635,0,0,676.55,1098.0,2.8739999999999997,100,157,90,0.5
908739636,0,0,679.43,1098.0,2.8739999999999997,100,157,90,0.5
908739637,0,0,682.31,1098.0,2.883,100,157,90,0.5
908739638,0,0,685.18,1098.0,2.8739999999999997,100,157,89,0.5
908739639,0,0,688.04,1098.0,2.865,100,157,89,0.5
908739640,0,0,690.89,1098.0,2.846,100,157,89,0.5
908739641,0,0,693.72,1098.0,2.827,100,157,89,0.5
908739642,0,0,696.55,1098.0,2.827,100,157,89,0.5
908739643,0,0,699.38,1098.0,2.8369999999999997,100,157,89,0.5
908739644,0,0,702.22,1098.0,2.8369999999999997,100,157,88,0.5
