record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.fractional_cadence[rpm]
908721868,609387718,-1361752930,466.44,1085.2,3.7319999999999998,100,150,85,0.0
908721869,609387743,-1361753544,470.05,1085.2,3.742,100,150,84,0.0
908721870,609387698,-1361754179,473.8,1085.4,3.742,100,150,84,0.0
908721871,609387644,-1361754818,477.59,1085.4,3.742,100,150,84,0.0
908721872,609387615,-1361755484,481.5,1085.8,3.742,100,150,84,0.0
908721873,609387639,-1361756126,485.28,1086.0,3.7510000000000003,100,150,84,0.0
908721874,609387678,-1361756732,488.84,1086.2,3.7510000000000003,100,150,84,0.0
908721875,609387709,-1361757338,492.41,1086.2,3.7510000000000003,100,150,84,0.0
908721876,609387719,-1361757925,495.86,1086.2,3.7510000000000003,100,150,84,0.0
908721877,609387719,-1361758551,499.54,1086.2,3.742,100,150,84,0.0
908721878,609387703,-1361759201,503.36,1086.2,3.742,100,150,84,0.0
908721879,609387661,-1361759828,507.05,1086.4,3.742,100,150,84,0.0
908721880,609387609,-1361760477,510.9,1086.6,3.742,100,150,84,0.0
908721881,609387564,-1361761145,514.84,1086.6,3.7510000000000003,100,150,84,0.0
908721882,609387534,-1361761789,518.63,1086.8,3.7510000000000003,100,150,84,0.0
908721883,609387545,-1361762434,522.42,1086.8,3.76,100,150,84,0.0
908721884,609387566,-1361763084,526.24,1087.0,3.76,100,150,84,0.0
908721885,609387591,-1361763758,530.2,1087.0,3.76,100,150,84,0.0
908721886,609387626,-1361764420,534.09,1087.0,3.76,100,150,84,0.0
908721887,609387661,-1361765061,537.87,1087.2,3.77,100,150,84,0.0
908721888,609387693,-1361765650,541.33,1087.2,3.77,100,150,84,0.0
908721889,609387722,-1361766202,544.58,1087.4,3.76,100,150,84,0.0
908721890,609387744,-1361766773,547.94,1087.4,3.76,100,150,84,0.0
908721891,609387761,-1361767351,551.34,1087.4,3.7510000000000003,100,150,84,0.0
